no	Annotation	Filename	Random Forest	kNN	AdaBoost
4880	stop	nightTest/nightSequence1--01093.jpg	stop	stop	stop
4881	stop	nightTest/nightSequence1--01068.jpg	stop	stop	stop
4882	go	dayTest/daySequence2--04646.jpg	go	go	go
4883	go	dayTest/daySequence1--02307.jpg	go	go	go
4884	stop	nightTest/nightSequence2--01788.jpg	stop	stop	stop
4885	stop	dayTest/daySequence2--03949.jpg	stop	stop	stop
4886	stopLeft	nightTest/nightSequence2--06522.jpg	stopLeft	stopLeft	stopLeft
4887	go	dayTest/daySequence2--01248.jpg	go	go	go
4888	go	nightTest/nightSequence1--04153.jpg	go	go	go
4889	stop	dayTest/daySequence2--05179.jpg	stop	stop	stop
4890	go	nightTest/nightSequence2--05311.jpg	go	go	go
4891	go	nightTest/nightSequence1--02245.jpg	go	go	go
4892	go	dayTest/daySequence1--03329.jpg	go	go	go
4893	go	nightTest/nightSequence2--02527.jpg	go	go	go
4894	stop	nightTest/nightSequence1--00646.jpg	stop	stop	stop
4895	go	dayTest/daySequence1--02393.jpg	go	go	go
4896	stopLeft	dayTest/daySequence2--04608.jpg	stopLeft	stopLeft	stopLeft
4897	go	nightTest/nightSequence2--04449.jpg	go	go	go
4898	stopLeft	nightTest/nightSequence2--05126.jpg	stopLeft	stopLeft	stopLeft
4899	go	dayTest/daySequence1--02564.jpg	go	go	go
4900	stop	nightTest/nightSequence1--03010.jpg	stop	stop	stop
4901	go	nightTest/nightSequence1--04404.jpg	go	go	go
4902	go	nightTest/nightSequence1--04416.jpg	go	go	go
4903	go	dayTest/daySequence1--03189.jpg	go	go	go
4904	stop	nightTest/nightSequence1--01551.jpg	stop	stop	stop
4905	go	nightTest/nightSequence2--01160.jpg	go	go	go
4906	warning	dayTest/daySequence2--05091.jpg	warning	warning	warning
4907	go	nightTest/nightSequence2--04434.jpg	go	go	go
4908	go	nightTest/nightSequence1--02605.jpg	go	go	go
4909	stopLeft	nightTest/nightSequence2--04697.jpg	stopLeft	stopLeft	stopLeft
4910	stop	nightTest/nightSequence1--03289.jpg	stop	stop	stop
4911	go	nightTest/nightSequence1--04437.jpg	go	go	go
4912	stop	nightTest/nightSequence1--03123.jpg	stop	stop	stop
4913	stopLeft	nightTest/nightSequence2--01153.jpg	stopLeft	stopLeft	stopLeft
4914	go	dayTest/daySequence2--05038.jpg	go	go	go
4915	stopLeft	dayTest/daySequence2--05232.jpg	stopLeft	stopLeft	stopLeft
4916	goLeft	dayTest/daySequence2--06288.jpg	goLeft	goLeft	goLeft
4917	stop	nightTest/nightSequence2--00427.jpg	stop	stop	stop
4918	stop	dayTest/daySequence1--02249.jpg	stop	stop	stop
4919	stop	nightTest/nightSequence2--06094.jpg	stop	stop	stop
4920	stop	nightTest/nightSequence1--03122.jpg	stop	stop	stop
4921	stop	nightTest/nightSequence2--01636.jpg	stop	stop	stop
4922	stopLeft	nightTest/nightSequence2--04805.jpg	stopLeft	stopLeft	stopLeft
4923	go	nightTest/nightSequence2--02648.jpg	go	go	go
4924	stop	dayTest/daySequence2--05189.jpg	stop	stop	stop
4925	go	nightTest/nightSequence1--04831.jpg	go	go	go
4926	go	nightTest/nightSequence2--02059.jpg	go	go	go
4927	go	dayTest/daySequence2--06764.jpg	go	go	go
4928	go	dayTest/daySequence2--04790.jpg	go	go	go
4929	stop	nightTest/nightSequence2--00918.jpg	stop	stop	stop
4930	stop	nightTest/nightSequence2--03637.jpg	stop	stop	stop
4931	go	nightTest/nightSequence2--03076.jpg	go	go	go
4932	go	nightTest/nightSequence2--06478.jpg	go	go	go
4933	go	dayTest/daySequence2--05018.jpg	go	go	go
4934	go	nightTest/nightSequence1--01739.jpg	go	go	go
4935	go	dayTest/daySequence1--01237.jpg	go	go	go
4936	go	nightTest/nightSequence1--00173.jpg	go	go	go
4937	stop	nightTest/nightSequence1--03074.jpg	stop	stop	stop
4938	go	dayTest/daySequence2--04770.jpg	go	go	go
4939	go	nightTest/nightSequence2--01482.jpg	go	go	go
4940	go	dayTest/daySequence1--02579.jpg	go	go	go
4941	stop	nightTest/nightSequence2--06389.jpg	stop	goLeft	stop
4942	stopLeft	dayTest/daySequence2--05650.jpg	stopLeft	stopLeft	stopLeft
4943	stopLeft	dayTest/daySequence2--05381.jpg	stopLeft	stopLeft	stopLeft
4944	go	nightTest/nightSequence2--05576.jpg	go	go	go
4945	stop	nightTest/nightSequence1--01052.jpg	stop	stop	stop
4946	go	dayTest/daySequence1--02161.jpg	go	go	go
4947	go	nightTest/nightSequence2--06514.jpg	go	go	go
4948	stop	nightTest/nightSequence1--01163.jpg	stop	stop	stop
4949	go	nightTest/nightSequence1--03813.jpg	go	go	go
4950	go	nightTest/nightSequence2--02961.jpg	go	go	go
4951	go	nightTest/nightSequence2--04436.jpg	go	go	go
4952	stop	dayTest/daySequence2--05688.jpg	stop	stop	stop
4953	stop	dayTest/daySequence1--00694.jpg	stop	stop	stop
4954	stopLeft	nightTest/nightSequence2--06454.jpg	stopLeft	stop	stopLeft
4955	go	nightTest/nightSequence2--01105.jpg	go	go	go
4956	go	nightTest/nightSequence2--03111.jpg	go	go	go
4957	stop	nightTest/nightSequence1--02707.jpg	stop	stop	stop
4958	warningLeft	dayTest/daySequence1--03032.jpg	warningLeft	warningLeft	warningLeft
4959	go	dayTest/daySequence1--02829.jpg	go	go	go
4960	go	nightTest/nightSequence1--04815.jpg	go	go	go
4961	warningLeft	dayTest/daySequence1--03033.jpg	warningLeft	warningLeft	warningLeft
4962	stop	dayTest/daySequence1--00769.jpg	stop	stop	stop
4963	go	nightTest/nightSequence1--02486.jpg	go	go	go
4964	go	nightTest/nightSequence2--01311.jpg	go	go	go
4965	go	dayTest/daySequence1--03313.jpg	go	go	go
4966	stop	nightTest/nightSequence2--06164.jpg	stop	stop	stop
4967	stop	nightTest/nightSequence1--03158.jpg	stop	stop	stop
4968	goLeft	nightTest/nightSequence1--03781.jpg	goLeft	goLeft	goLeft
4969	stop	nightTest/nightSequence1--03343.jpg	stop	stop	stop
4970	goLeft	nightTest/nightSequence1--04008.jpg	goLeft	goLeft	goLeft
4971	go	dayTest/daySequence2--04625.jpg	go	go	go
4972	go	nightTest/nightSequence1--04592.jpg	go	go	go
4973	go	dayTest/daySequence1--00976.jpg	go	go	go
4974	stop	dayTest/daySequence2--00936.jpg	stop	stop	stop
4975	go	nightTest/nightSequence2--01916.jpg	go	go	go
4976	stop	nightTest/nightSequence2--01021.jpg	stop	stop	stop
4977	go	nightTest/nightSequence2--04073.jpg	go	go	go
4978	go	nightTest/nightSequence2--00587.jpg	go	go	go
4979	stop	nightTest/nightSequence1--03182.jpg	stop	stop	stop
4980	stop	nightTest/nightSequence1--03384.jpg	stop	stop	stop
4981	stop	dayTest/daySequence1--01968.jpg	stop	stop	stop
4982	stop	nightTest/nightSequence2--06495.jpg	stop	stopLeft	stop
4983	go	nightTest/nightSequence2--02748.jpg	go	go	go
4984	stop	nightTest/nightSequence2--06395.jpg	stop	stop	stop
4985	stop	dayTest/daySequence1--00890.jpg	stop	stop	stop
4986	go	nightTest/nightSequence1--03887.jpg	go	go	go
4987	stop	dayTest/daySequence1--02129.jpg	stop	stop	stop
4988	go	dayTest/daySequence2--05006.jpg	go	go	go
4989	stop	nightTest/nightSequence2--01993.jpg	stop	stop	stop
4990	go	nightTest/nightSequence1--03853.jpg	go	go	go
4991	stop	nightTest/nightSequence2--00499.jpg	stop	stop	stop
4992	stopLeft	nightTest/nightSequence2--06449.jpg	stopLeft	stopLeft	stopLeft
4993	go	nightTest/nightSequence2--01151.jpg	go	go	go
4994	warning	nightTest/nightSequence1--02107.jpg	warning	warning	warning
4995	stop	nightTest/nightSequence1--01036.jpg	stop	stop	stop
4996	stop	nightTest/nightSequence2--00195.jpg	stop	stop	stop
4997	go	nightTest/nightSequence2--01183.jpg	go	go	go
4998	go	nightTest/nightSequence1--04407.jpg	go	go	go
4999	go	dayTest/daySequence1--02586.jpg	go	go	go
5000	go	nightTest/nightSequence1--02098.jpg	go	go	go
5001	go	dayTest/daySequence1--02106.jpg	go	go	go
5002	go	dayTest/daySequence2--04992.jpg	go	go	go
5003	stop	dayTest/daySequence1--00696.jpg	stop	stop	stop
5004	go	nightTest/nightSequence2--03002.jpg	go	go	go
5005	stop	nightTest/nightSequence1--00908.jpg	stop	stop	stop
5006	stop	nightTest/nightSequence1--00374.jpg	stop	stop	stop
5007	stop	nightTest/nightSequence2--06206.jpg	stop	stop	stop
5008	warning	nightTest/nightSequence2--01541.jpg	warning	warning	warning
5009	stopLeft	nightTest/nightSequence2--04841.jpg	stopLeft	stopLeft	stopLeft
5010	stop	nightTest/nightSequence1--01242.jpg	stop	stop	stop
5011	stop	nightTest/nightSequence1--01448.jpg	stop	stop	stop
5012	go	nightTest/nightSequence1--02696.jpg	go	go	go
5013	go	nightTest/nightSequence1--04655.jpg	go	go	go
5014	go	nightTest/nightSequence1--04520.jpg	go	go	go
5015	stop	dayTest/daySequence1--02278.jpg	stop	stop	stop
5016	stopLeft	dayTest/daySequence2--04953.jpg	stopLeft	stopLeft	stopLeft
5017	stop	nightTest/nightSequence1--00856.jpg	stop	stop	stop
5018	stop	nightTest/nightSequence1--03278.jpg	stop	stop	stop
5019	stop	nightTest/nightSequence1--00160.jpg	stop	stop	stop
5020	stop	nightTest/nightSequence1--00575.jpg	stop	stop	stop
5021	stopLeft	nightTest/nightSequence2--00894.jpg	stopLeft	stopLeft	stopLeft
5022	stop	nightTest/nightSequence2--00934.jpg	stop	stop	stop
5023	stop	nightTest/nightSequence2--00871.jpg	stop	stop	stop
5024	stop	nightTest/nightSequence1--02782.jpg	stop	stop	stop
5025	stop	nightTest/nightSequence1--03170.jpg	stop	stop	stop
5026	stop	nightTest/nightSequence2--00077.jpg	stop	stop	stop
5027	stop	nightTest/nightSequence1--02885.jpg	stop	stop	stop
5028	stop	nightTest/nightSequence1--02944.jpg	stop	stop	stop
5029	go	dayTest/daySequence1--03942.jpg	go	go	go
5030	go	dayTest/daySequence1--02267.jpg	go	go	go
5031	warning	dayTest/daySequence2--05094.jpg	warning	warning	warning
5032	go	nightTest/nightSequence2--04064.jpg	go	stop	go
5033	go	dayTest/daySequence2--06763.jpg	go	go	go
5034	stop	nightTest/nightSequence1--01125.jpg	stop	stop	stop
5035	goLeft	dayTest/daySequence2--06327.jpg	goLeft	goLeft	goLeft
5036	go	dayTest/daySequence2--02742.jpg	go	go	go
5037	go	nightTest/nightSequence2--04139.jpg	go	go	go
5038	stop	dayTest/daySequence2--06371.jpg	stop	stop	stop
5039	go	dayTest/daySequence1--03976.jpg	go	go	go
5040	stop	nightTest/nightSequence1--02759.jpg	stop	stop	stop
5041	stop	nightTest/nightSequence1--00637.jpg	stop	stop	stop
5042	stop	nightTest/nightSequence1--00295.jpg	stop	stop	stop
5043	stopLeft	dayTest/daySequence2--04669.jpg	stopLeft	stopLeft	stopLeft
5044	stopLeft	nightTest/nightSequence2--00832.jpg	stopLeft	stopLeft	stopLeft
5045	go	dayTest/daySequence1--02107.jpg	go	go	go
5046	go	dayTest/daySequence1--01112.jpg	go	go	go
5047	go	dayTest/daySequence1--04019.jpg	go	go	go
5048	go	nightTest/nightSequence2--02585.jpg	go	go	go
5049	stop	nightTest/nightSequence1--01287.jpg	stop	stop	stop
5050	stopLeft	dayTest/daySequence2--05633.jpg	stopLeft	stopLeft	stopLeft
5051	go	dayTest/daySequence2--04288.jpg	go	go	go
5052	go	nightTest/nightSequence2--04478.jpg	go	go	go
5053	go	nightTest/nightSequence2--03833.jpg	go	go	go
5054	go	dayTest/daySequence1--03861.jpg	go	go	go
5055	go	nightTest/nightSequence2--03156.jpg	go	go	go
5056	stop	nightTest/nightSequence1--01059.jpg	stop	stop	stop
5057	go	dayTest/daySequence1--02101.jpg	go	go	go
5058	stop	nightTest/nightSequence1--02949.jpg	stop	stop	stop
5059	stop	dayTest/daySequence1--00904.jpg	stop	stop	stop
5060	stop	nightTest/nightSequence1--01444.jpg	stop	stop	stop
5061	go	nightTest/nightSequence2--03022.jpg	go	go	go
5062	stop	nightTest/nightSequence2--00360.jpg	stop	stop	stop
5063	stop	dayTest/daySequence1--02109.jpg	stop	stop	stop
5064	stop	dayTest/daySequence2--05559.jpg	stop	stop	stop
5065	go	nightTest/nightSequence1--01846.jpg	go	go	go
5066	goLeft	nightTest/nightSequence1--04050.jpg	goLeft	goLeft	goLeft
5067	go	nightTest/nightSequence1--01665.jpg	go	go	go
5068	stop	nightTest/nightSequence1--00335.jpg	stop	stop	stop
5069	go	nightTest/nightSequence1--04173.jpg	go	go	go
5070	go	nightTest/nightSequence2--01819.jpg	go	go	go
5071	stop	dayTest/daySequence2--01911.jpg	stop	stop	stop
5072	go	nightTest/nightSequence1--03475.jpg	go	go	go
5073	go	nightTest/nightSequence2--03930.jpg	go	go	go
5074	go	nightTest/nightSequence1--04704.jpg	go	go	go
5075	stop	nightTest/nightSequence2--05979.jpg	stop	stop	stop
5076	stop	nightTest/nightSequence2--00456.jpg	stop	stop	stop
5077	go	nightTest/nightSequence1--02579.jpg	go	go	go
5078	go	dayTest/daySequence1--01880.jpg	go	go	go
5079	stop	dayTest/daySequence1--03580.jpg	stop	stop	stop
5080	stop	nightTest/nightSequence1--02861.jpg	stop	stop	stop
5081	go	nightTest/nightSequence2--05431.jpg	go	go	go
5082	stop	nightTest/nightSequence1--03150.jpg	stop	stop	stop
5083	stop	dayTest/daySequence2--05330.jpg	stop	stop	stop
5084	warning	nightTest/nightSequence1--02614.jpg	warning	warning	warning
5085	goLeft	dayTest/daySequence2--06251.jpg	goLeft	goLeft	goLeft
5086	go	nightTest/nightSequence1--02344.jpg	go	go	go
5087	stop	dayTest/daySequence2--06130.jpg	stop	stop	stop
5088	stop	nightTest/nightSequence2--01668.jpg	stop	stop	stop
5089	stop	nightTest/nightSequence1--03030.jpg	stop	stop	stop
5090	go	nightTest/nightSequence1--04743.jpg	go	go	go
5091	stop	nightTest/nightSequence1--02961.jpg	stop	stop	stop
5092	go	nightTest/nightSequence2--03971.jpg	go	go	go
5093	go	nightTest/nightSequence2--01359.jpg	go	go	go
5094	stop	dayTest/daySequence1--00183.jpg	stop	stop	stop
5095	go	nightTest/nightSequence2--01116.jpg	go	go	go
5096	stop	nightTest/nightSequence2--00494.jpg	stop	stop	stop
5097	go	nightTest/nightSequence1--03485.jpg	go	go	go
5098	go	nightTest/nightSequence2--04419.jpg	go	go	go
5099	stop	nightTest/nightSequence1--00363.jpg	stop	stop	stop
5100	go	nightTest/nightSequence2--03181.jpg	go	go	go
5101	stop	nightTest/nightSequence2--00285.jpg	stop	stop	stop
5102	go	dayTest/daySequence2--06671.jpg	go	go	go
5103	go	dayTest/daySequence1--03006.jpg	go	go	go
5104	stop	nightTest/nightSequence2--03627.jpg	stop	stop	stop
5105	warning	nightTest/nightSequence1--02698.jpg	warning	warning	warning
5106	stopLeft	dayTest/daySequence2--05984.jpg	stopLeft	stopLeft	stopLeft
5107	goLeft	dayTest/daySequence2--02972.jpg	goLeft	goLeft	goLeft
5108	go	nightTest/nightSequence1--04116.jpg	go	go	go
5109	go	nightTest/nightSequence2--02293.jpg	go	go	go
5110	stop	nightTest/nightSequence1--02641.jpg	stop	stop	stop
5111	go	dayTest/daySequence2--04760.jpg	go	go	go
5112	warning	dayTest/daySequence2--05065.jpg	warning	warning	warning
5113	stop	dayTest/daySequence2--06297.jpg	stop	stop	stop
5114	stop	nightTest/nightSequence2--03359.jpg	stop	stop	stop
5115	go	nightTest/nightSequence2--01253.jpg	go	go	go
5116	stopLeft	nightTest/nightSequence2--06378.jpg	stopLeft	stopLeft	stopLeft
5117	stop	dayTest/daySequence1--00661.jpg	stop	stop	stop
5118	stop	nightTest/nightSequence1--01470.jpg	stop	stop	stop
5119	go	nightTest/nightSequence1--03516.jpg	go	go	go
5120	warning	nightTest/nightSequence1--02606.jpg	warning	warning	warning
5121	go	dayTest/daySequence1--00376.jpg	go	go	go
5122	stop	nightTest/nightSequence2--04327.jpg	stop	stop	stop
5123	go	nightTest/nightSequence2--02318.jpg	go	go	go
5124	warning	nightTest/nightSequence1--02600.jpg	warning	warning	warning
5125	stop	nightTest/nightSequence2--03507.jpg	stop	stop	stop
5126	goLeft	dayTest/daySequence2--06354.jpg	goLeft	goLeft	goLeft
5127	stop	nightTest/nightSequence2--01032.jpg	stop	stop	stop
5128	stop	nightTest/nightSequence1--02634.jpg	stop	stop	stop
5129	go	nightTest/nightSequence1--01753.jpg	go	go	go
5130	go	nightTest/nightSequence2--04150.jpg	go	go	go
5131	go	dayTest/daySequence1--02312.jpg	go	go	go
5132	stop	nightTest/nightSequence2--01661.jpg	stop	stop	stop
5133	go	nightTest/nightSequence1--02380.jpg	go	go	go
5134	go	dayTest/daySequence1--03032.jpg	go	go	go
5135	stop	nightTest/nightSequence1--03021.jpg	stop	stop	stop
5136	stop	nightTest/nightSequence1--03617.jpg	stop	stop	stop
5137	go	nightTest/nightSequence1--02487.jpg	go	go	go
5138	stop	nightTest/nightSequence1--02781.jpg	stop	stop	stop
5139	go	dayTest/daySequence1--02369.jpg	go	go	go
5140	stop	nightTest/nightSequence2--05160.jpg	stop	stop	stop
5141	stop	nightTest/nightSequence1--00264.jpg	stop	stop	stop
5142	stop	nightTest/nightSequence2--04171.jpg	stop	stop	stop
5143	go	nightTest/nightSequence2--01809.jpg	go	go	go
5144	go	nightTest/nightSequence1--02515.jpg	go	go	go
5145	stop	nightTest/nightSequence2--00931.jpg	stop	stop	stop
5146	warning	dayTest/daySequence1--01905.jpg	warning	warning	warning
5147	stop	nightTest/nightSequence2--01811.jpg	stop	stop	stop
5148	stop	nightTest/nightSequence2--04776.jpg	stop	stop	stop
5149	stop	nightTest/nightSequence1--02982.jpg	stop	stop	stop
5150	stop	nightTest/nightSequence1--02964.jpg	stop	stop	stop
5151	go	dayTest/daySequence1--01816.jpg	go	go	go
5152	stop	dayTest/daySequence2--05180.jpg	stop	stop	stop
5153	stop	nightTest/nightSequence1--01312.jpg	stop	stop	stop
5154	stop	nightTest/nightSequence2--00253.jpg	stop	stop	stop
5155	go	dayTest/daySequence2--06620.jpg	go	go	go
5156	go	dayTest/daySequence1--03913.jpg	go	go	go
5157	go	nightTest/nightSequence2--01297.jpg	go	go	go
5158	go	dayTest/daySequence2--04304.jpg	go	go	go
5159	stop	nightTest/nightSequence1--03487.jpg	stop	stop	stop
5160	go	nightTest/nightSequence2--01438.jpg	go	go	go
5161	go	dayTest/daySequence2--06613.jpg	go	go	go
5162	stopLeft	dayTest/daySequence2--02880.jpg	stopLeft	stopLeft	stopLeft
5163	stop	nightTest/nightSequence2--00330.jpg	stop	stop	stop
5164	go	nightTest/nightSequence2--05616.jpg	go	go	go
5165	go	dayTest/daySequence1--03348.jpg	go	go	go
5166	go	nightTest/nightSequence1--02308.jpg	go	go	go
5167	stop	dayTest/daySequence1--00143.jpg	stop	stop	stop
5168	go	dayTest/daySequence1--03416.jpg	go	go	go
5169	stop	nightTest/nightSequence2--03604.jpg	stop	stop	stop
5170	go	nightTest/nightSequence2--01239.jpg	go	go	go
5171	stop	dayTest/daySequence2--06425.jpg	stop	stop	stop
5172	go	nightTest/nightSequence1--04707.jpg	go	go	go
5173	go	nightTest/nightSequence1--03238.jpg	go	go	go
5174	stop	nightTest/nightSequence1--03051.jpg	stop	stop	stop
5175	go	dayTest/daySequence1--01747.jpg	go	go	go
5176	stop	nightTest/nightSequence1--00999.jpg	stop	stop	stop
5177	stop	nightTest/nightSequence2--06126.jpg	stop	stop	stop
5178	go	dayTest/daySequence1--02418.jpg	go	go	go
5179	go	dayTest/daySequence1--02609.jpg	go	go	go
5180	go	nightTest/nightSequence1--04555.jpg	go	go	go
5181	go	dayTest/daySequence1--02502.jpg	go	go	go
5182	stop	nightTest/nightSequence1--01018.jpg	stop	stop	stop
5183	stopLeft	dayTest/daySequence2--05910.jpg	stopLeft	stopLeft	stopLeft
5184	go	nightTest/nightSequence2--01182.jpg	go	go	go
5185	go	nightTest/nightSequence1--04284.jpg	go	go	go
5186	go	dayTest/daySequence1--01307.jpg	go	go	go
5187	go	dayTest/daySequence1--02420.jpg	go	go	go
5188	stop	nightTest/nightSequence1--00009.jpg	stop	stop	stop
5189	stop	nightTest/nightSequence1--02854.jpg	stop	stop	stop
5190	go	dayTest/daySequence1--03962.jpg	go	go	go
5191	stop	nightTest/nightSequence2--00277.jpg	stop	stop	stop
5192	stopLeft	nightTest/nightSequence2--01342.jpg	stopLeft	stopLeft	stopLeft
5193	stop	dayTest/daySequence2--06368.jpg	stop	stop	stop
5194	goLeft	nightTest/nightSequence1--03745.jpg	goLeft	goLeft	goLeft
5195	go	nightTest/nightSequence1--00052.jpg	go	go	go
5196	go	nightTest/nightSequence2--00650.jpg	go	go	go
5197	go	nightTest/nightSequence2--05628.jpg	go	go	go
5198	stop	nightTest/nightSequence1--03142.jpg	stop	stop	stop
5199	stop	nightTest/nightSequence1--01560.jpg	stop	stop	stop
5200	go	dayTest/daySequence1--00963.jpg	go	go	go
5201	goForward	dayTest/daySequence2--02955.jpg	goForward	goForward	goForward
5202	go	nightTest/nightSequence1--00032.jpg	go	go	go
5203	go	dayTest/daySequence1--02139.jpg	go	go	go
5204	stop	nightTest/nightSequence1--01549.jpg	stop	stop	stop
5205	stopLeft	nightTest/nightSequence1--03670.jpg	stopLeft	stopLeft	stopLeft
5206	stopLeft	nightTest/nightSequence2--06495.jpg	stopLeft	stopLeft	stopLeft
5207	go	nightTest/nightSequence1--02524.jpg	go	go	go
5208	go	nightTest/nightSequence2--04338.jpg	go	go	go
5209	stop	dayTest/daySequence2--06235.jpg	stop	stop	stop
5210	go	dayTest/daySequence2--03410.jpg	go	go	go
5211	stop	dayTest/daySequence1--00644.jpg	stop	stop	stop
5212	go	dayTest/daySequence1--02116.jpg	go	go	go
5213	go	nightTest/nightSequence2--03228.jpg	go	go	go
5214	stop	nightTest/nightSequence1--03215.jpg	stop	stop	stop
5215	go	nightTest/nightSequence2--06457.jpg	go	go	go
5216	stop	dayTest/daySequence1--00186.jpg	stop	stop	stop
5217	stop	nightTest/nightSequence2--03535.jpg	stop	stop	stop
5218	stop	nightTest/nightSequence2--00636.jpg	stop	stop	stop
5219	stop	dayTest/daySequence2--05705.jpg	stop	stop	stop
5220	stop	nightTest/nightSequence1--02929.jpg	stop	stop	stop
5221	stop	dayTest/daySequence2--03900.jpg	stop	stop	stop
5222	stop	nightTest/nightSequence2--06332.jpg	stop	stop	stop
5223	go	dayTest/daySequence2--01167.jpg	go	go	go
5224	go	dayTest/daySequence1--02163.jpg	go	go	go
5225	stop	nightTest/nightSequence2--00959.jpg	stop	stop	stop
5226	stop	dayTest/daySequence2--01806.jpg	stop	stop	stop
5227	stop	dayTest/daySequence2--03877.jpg	stop	stop	stop
5228	go	nightTest/nightSequence2--01389.jpg	go	stopLeft	go
5229	stop	nightTest/nightSequence2--00143.jpg	stop	stop	stop
5230	stop	nightTest/nightSequence2--00062.jpg	stop	stop	stop
5231	stop	nightTest/nightSequence1--02992.jpg	stop	stop	stop
5232	stopLeft	dayTest/daySequence2--05549.jpg	stopLeft	stopLeft	stopLeft
5233	stop	nightTest/nightSequence1--03274.jpg	stop	stop	stop
5234	stop	dayTest/daySequence2--00889.jpg	stop	stop	stop
5235	stop	nightTest/nightSequence2--06512.jpg	stop	stopLeft	stop
5236	go	dayTest/daySequence1--02964.jpg	go	go	go
5237	stop	nightTest/nightSequence2--00474.jpg	stop	stop	stop
5238	stop	dayTest/daySequence2--01941.jpg	stop	stop	stop
5239	stop	dayTest/daySequence2--00823.jpg	stop	stop	stop
5240	stop	dayTest/daySequence2--03906.jpg	stop	stop	stop
5241	stop	dayTest/daySequence2--03943.jpg	stop	stop	stop
5242	go	dayTest/daySequence1--03230.jpg	go	go	go
5243	go	nightTest/nightSequence1--04269.jpg	go	go	go
5244	stop	nightTest/nightSequence1--03142.jpg	stop	stop	stop
5245	warning	nightTest/nightSequence1--02708.jpg	warning	warning	warning
5246	go	nightTest/nightSequence2--04342.jpg	go	go	go
5247	stop	nightTest/nightSequence2--00637.jpg	stop	stop	stop
5248	go	nightTest/nightSequence1--02507.jpg	go	go	go
5249	go	nightTest/nightSequence1--04627.jpg	go	go	go
5250	go	dayTest/daySequence1--02302.jpg	go	go	go
5251	stop	nightTest/nightSequence2--00149.jpg	stop	stop	stop
5252	go	nightTest/nightSequence2--02975.jpg	go	go	go
5253	go	nightTest/nightSequence1--04369.jpg	go	go	go
5254	stop	nightTest/nightSequence2--04779.jpg	stop	stop	stop
5255	stopLeft	dayTest/daySequence2--05811.jpg	stopLeft	stopLeft	stopLeft
5256	go	nightTest/nightSequence2--05433.jpg	go	go	go
5257	stop	nightTest/nightSequence2--01923.jpg	stop	stop	stop
5258	stopLeft	nightTest/nightSequence2--06475.jpg	stopLeft	stopLeft	stopLeft
5259	go	dayTest/daySequence1--01234.jpg	go	go	go
5260	stop	nightTest/nightSequence2--00976.jpg	stop	stop	stop
5261	go	nightTest/nightSequence2--05393.jpg	go	go	go
5262	go	nightTest/nightSequence2--02666.jpg	go	go	go
5263	stop	dayTest/daySequence2--05898.jpg	stop	stop	stop
5264	go	nightTest/nightSequence1--04424.jpg	go	go	go
5265	go	nightTest/nightSequence2--01321.jpg	go	go	go
5266	go	nightTest/nightSequence1--04420.jpg	go	go	go
5267	go	nightTest/nightSequence1--04654.jpg	go	go	go
5268	go	dayTest/daySequence1--03016.jpg	go	go	go
5269	stop	dayTest/daySequence1--00716.jpg	stop	stop	stop
5270	stop	nightTest/nightSequence1--02898.jpg	stop	stop	stop
5271	stop	nightTest/nightSequence2--06031.jpg	stop	stop	stop
5272	go	nightTest/nightSequence1--03458.jpg	go	go	go
5273	stop	nightTest/nightSequence2--00290.jpg	stop	stop	stop
5274	stop	nightTest/nightSequence2--00582.jpg	stop	stop	stop
5275	stop	nightTest/nightSequence1--02692.jpg	stop	stop	stop
5276	stop	nightTest/nightSequence1--00609.jpg	stop	stop	stop
5277	go	dayTest/daySequence1--02468.jpg	go	go	go
5278	stopLeft	nightTest/nightSequence2--01186.jpg	stopLeft	stopLeft	stopLeft
5279	stop	nightTest/nightSequence2--00342.jpg	stop	stop	stop
5280	go	dayTest/daySequence1--03189.jpg	go	go	go
5281	stop	dayTest/daySequence1--00821.jpg	stop	stop	stop
5282	go	nightTest/nightSequence1--04397.jpg	go	go	go
5283	stop	nightTest/nightSequence1--03009.jpg	stop	stop	stop
5284	stop	dayTest/daySequence2--03754.jpg	stop	stop	stop
5285	stop	nightTest/nightSequence2--01616.jpg	stop	stop	stop
5286	stop	dayTest/daySequence2--06432.jpg	stop	stop	stop
5287	go	dayTest/daySequence1--01120.jpg	go	go	go
5288	go	nightTest/nightSequence2--06520.jpg	go	go	go
5289	stop	dayTest/daySequence2--06016.jpg	stop	stop	stop
5290	go	dayTest/daySequence1--02742.jpg	go	go	go
5291	stop	dayTest/daySequence2--05265.jpg	stop	stop	stop
5292	go	dayTest/daySequence2--05041.jpg	go	go	go
5293	go	dayTest/daySequence2--01228.jpg	go	go	go
5294	go	nightTest/nightSequence2--00598.jpg	go	go	go
5295	stop	nightTest/nightSequence1--01124.jpg	stop	stop	stop
5296	stop	nightTest/nightSequence1--03069.jpg	stop	stop	stop
5297	go	nightTest/nightSequence2--04499.jpg	go	go	go
5298	warning	nightTest/nightSequence1--00199.jpg	warning	warning	warning
5299	stop	dayTest/daySequence1--00773.jpg	stop	stop	stop
5300	stopLeft	nightTest/nightSequence2--01276.jpg	stopLeft	stopLeft	stopLeft
5301	stop	nightTest/nightSequence1--02971.jpg	stop	stop	stop
5302	stop	dayTest/daySequence2--06307.jpg	stop	stop	stop
5303	stop	nightTest/nightSequence2--02015.jpg	stop	stop	stop
