day,No,Annotation,Filename,RandomForest,kNN,AdaBoost,tAnnotation,tRandomForest,tkNN,tAdaBoost,RF,KNN,AB
4,3990,go,nightTest/nightSequence2--02401.jpg,go,go,go,1,1,1,1,,,
2,3991,stop,nightTest/nightSequence1--03083.jpg,stop,stop,stop,1,1,1,1,,,
4,3992,go,nightTest/nightSequence2--05289.jpg,go,go,go,1,1,1,1,,,
1,3993,go,dayTest/daySequence1--02378.jpg,go,go,go,1,1,1,1,,,
1,3994,go,dayTest/daySequence1--00245.jpg,go,go,go,1,1,1,1,,,
4,3995,go,nightTest/nightSequence2--03895.jpg,go,go,go,1,1,1,1,,,
4,3996,go,nightTest/nightSequence2--01836.jpg,go,go,go,1,1,1,1,,,
1,3997,stop,dayTest/daySequence1--00660.jpg,stop,stop,stop,1,1,1,1,,,
4,3998,stop,nightTest/nightSequence2--01620.jpg,stop,stop,stop,1,1,1,1,,,
3,3999,go,dayTest/daySequence2--03476.jpg,go,go,go,1,1,1,1,,,
2,4000,go,nightTest/nightSequence1--04412.jpg,go,go,go,1,1,1,1,,,
4,4001,stop,nightTest/nightSequence2--00134.jpg,stop,stop,stop,1,1,1,1,,,
2,4002,stop,nightTest/nightSequence1--01168.jpg,stop,stop,stop,1,1,1,1,,,
4,4003,stop,nightTest/nightSequence2--00241.jpg,stop,stop,stop,1,1,1,1,,,
4,4004,stop,nightTest/nightSequence2--00009.jpg,stop,stop,stop,1,1,1,1,,,
4,4005,go,nightTest/nightSequence2--03859.jpg,go,go,go,1,1,1,1,,,
1,4006,stop,dayTest/daySequence1--00155.jpg,stop,stop,stop,1,1,1,1,,,
4,4007,stop,nightTest/nightSequence2--04081.jpg,stop,stop,stop,1,1,1,1,,,
1,4008,go,dayTest/daySequence1--03273.jpg,go,go,go,1,1,1,1,,,
1,4009,go,dayTest/daySequence1--02195.jpg,go,go,go,1,1,1,1,,,
4,4010,stop,nightTest/nightSequence2--04795.jpg,stop,stop,stop,1,1,1,1,,,
4,4011,go,nightTest/nightSequence2--03189.jpg,go,go,go,1,1,1,1,,,
4,4012,go,nightTest/nightSequence2--02050.jpg,go,go,go,1,1,1,1,,,
4,4013,stop,nightTest/nightSequence2--00273.jpg,stop,stop,stop,1,1,1,1,,,
4,4014,stop,nightTest/nightSequence2--00475.jpg,stop,stop,stop,1,1,1,1,,,
4,4015,go,nightTest/nightSequence2--03256.jpg,go,go,go,1,1,1,1,,,
4,4016,go,nightTest/nightSequence2--02298.jpg,go,go,go,1,1,1,1,,,
4,4017,stop,nightTest/nightSequence2--03614.jpg,stop,stop,stop,1,1,1,1,,,
4,4018,go,nightTest/nightSequence2--03209.jpg,go,go,go,1,1,1,1,,,
4,4019,stop,nightTest/nightSequence2--00590.jpg,stop,stop,stop,1,1,1,1,,,
2,4020,go,nightTest/nightSequence1--03995.jpg,go,go,go,1,1,1,1,,,
4,4021,go,nightTest/nightSequence2--00591.jpg,go,go,go,1,1,1,1,,,
1,4022,go,dayTest/daySequence1--01033.jpg,go,go,go,1,1,1,1,,,
2,4023,stop,nightTest/nightSequence1--03217.jpg,stop,stop,stop,1,1,1,1,,,
1,4024,go,dayTest/daySequence1--03013.jpg,go,go,go,1,1,1,1,,,
3,4025,goLeft,dayTest/daySequence2--06298.jpg,goLeft,goLeft,goLeft,1,1,1,1,,,
2,4026,stop,nightTest/nightSequence1--00929.jpg,stop,stop,stop,1,1,1,1,,,
4,4027,go,nightTest/nightSequence2--01212.jpg,go,go,go,1,1,1,1,,,
4,4028,stop,nightTest/nightSequence2--01999.jpg,stop,stop,stop,1,1,1,1,,,
2,4029,go,nightTest/nightSequence1--02509.jpg,go,go,go,1,1,1,1,,,
2,4030,go,nightTest/nightSequence1--01743.jpg,go,go,go,1,1,1,1,,,
2,4031,go,nightTest/nightSequence1--01726.jpg,go,go,go,1,1,1,1,,,
3,4032,go,dayTest/daySequence2--04306.jpg,go,go,go,1,1,1,1,,,
4,4033,go,nightTest/nightSequence2--01188.jpg,go,go,go,1,1,1,1,,,
2,4034,stop,nightTest/nightSequence1--02856.jpg,stop,stop,stop,1,1,1,1,,,
4,4035,stop,nightTest/nightSequence2--01991.jpg,stop,stop,stop,1,1,1,1,,,
2,4036,stop,nightTest/nightSequence1--00873.jpg,stop,stop,stop,1,1,1,1,,,
2,4037,stop,nightTest/nightSequence1--02832.jpg,stop,stop,stop,1,1,1,1,,,
2,4038,stop,nightTest/nightSequence1--02624.jpg,stop,stop,stop,1,1,1,1,,,
2,4039,go,nightTest/nightSequence1--04396.jpg,go,go,go,1,1,1,1,,,
4,4040,stopLeft,nightTest/nightSequence2--05008.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,4041,go,nightTest/nightSequence1--04257.jpg,go,go,go,1,1,1,1,,,
1,4042,stop,dayTest/daySequence1--00615.jpg,stop,stop,stop,1,1,1,1,,,
4,4043,go,nightTest/nightSequence2--04135.jpg,go,go,go,1,1,1,1,,,
2,4044,go,nightTest/nightSequence1--01699.jpg,go,go,go,1,1,1,1,,,
4,4045,stop,nightTest/nightSequence2--06353.jpg,stop,stop,stop,1,1,1,1,,,
2,4046,go,nightTest/nightSequence1--02701.jpg,go,go,go,1,1,1,1,,,
4,4047,stopLeft,nightTest/nightSequence2--01095.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,4048,warning,nightTest/nightSequence2--01544.jpg,warning,warning,warning,1,1,1,1,,,
4,4049,go,nightTest/nightSequence2--04332.jpg,go,go,go,1,1,1,1,,,
3,4050,go,dayTest/daySequence2--04908.jpg,go,go,go,1,1,1,1,,,
4,4051,stop,nightTest/nightSequence2--04300.jpg,stop,stop,stop,1,1,1,1,,,
1,4052,go,dayTest/daySequence1--02506.jpg,go,go,go,1,1,1,1,,,
4,4053,go,nightTest/nightSequence2--05440.jpg,go,go,go,1,1,1,1,,,
2,4054,go,nightTest/nightSequence1--01712.jpg,go,go,go,1,1,1,1,,,
2,4055,go,nightTest/nightSequence1--02551.jpg,go,go,go,1,1,1,1,,,
2,4056,stop,nightTest/nightSequence1--00613.jpg,stop,stop,stop,1,1,1,1,,,
2,4057,go,nightTest/nightSequence1--02368.jpg,go,go,go,1,1,1,1,,,
4,4058,go,nightTest/nightSequence2--03278.jpg,go,go,go,1,1,1,1,,,
3,4059,stop,dayTest/daySequence2--05435.jpg,stop,stop,stop,1,1,1,1,,,
1,4060,go,dayTest/daySequence1--01038.jpg,go,go,go,1,1,1,1,,,
4,4061,stop,nightTest/nightSequence2--03396.jpg,stop,stop,stop,1,1,1,1,,,
4,4062,go,nightTest/nightSequence2--03187.jpg,go,go,go,1,1,1,1,,,
4,4063,stopLeft,nightTest/nightSequence2--01115.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,4064,go,nightTest/nightSequence2--04307.jpg,go,go,go,1,1,1,1,,,
2,4065,stop,nightTest/nightSequence1--03302.jpg,stop,stop,stop,1,1,1,1,,,
1,4066,stop,dayTest/daySequence1--00821.jpg,stop,stop,stop,1,1,1,1,,,
1,4067,go,dayTest/daySequence1--02388.jpg,go,go,go,1,1,1,1,,,
3,4068,stopLeft,dayTest/daySequence2--05508.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,4069,stop,nightTest/nightSequence2--01670.jpg,stop,stop,stop,1,1,1,1,,,
3,4070,stop,dayTest/daySequence2--03856.jpg,stop,stop,stop,1,1,1,1,,,
4,4071,go,nightTest/nightSequence2--01381.jpg,go,go,go,1,1,1,1,,,
4,4072,stop,nightTest/nightSequence2--03424.jpg,stop,stop,stop,1,1,1,1,,,
4,4073,go,nightTest/nightSequence2--02583.jpg,go,go,go,1,1,1,1,,,
4,4074,stopLeft,nightTest/nightSequence2--04585.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
3,4075,stop,dayTest/daySequence2--05455.jpg,stop,stop,stop,1,1,1,1,,,
4,4076,stop,nightTest/nightSequence2--00472.jpg,stop,stop,stop,1,1,1,1,,,
4,4077,stopLeft,nightTest/nightSequence2--04943.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,4078,go,dayTest/daySequence1--02722.jpg,go,go,go,1,1,1,1,,,
4,4079,stop,nightTest/nightSequence2--00005.jpg,stop,stop,stop,1,1,1,1,,,
3,4080,stop,dayTest/daySequence2--05589.jpg,stop,stop,stop,1,1,1,1,,,
2,4081,go,nightTest/nightSequence1--01799.jpg,go,go,go,1,1,1,1,,,
4,4082,go,nightTest/nightSequence2--01206.jpg,go,go,go,1,1,1,1,,,
2,4083,stop,nightTest/nightSequence1--02684.jpg,stop,stop,stop,1,1,1,1,,,
1,4084,go,dayTest/daySequence1--02044.jpg,go,go,go,1,1,1,1,,,
4,4085,go,nightTest/nightSequence2--02692.jpg,go,go,go,1,1,1,1,,,
4,4086,stop,nightTest/nightSequence2--00539.jpg,stop,stop,stop,1,1,1,1,,,
2,4087,warning,nightTest/nightSequence1--02559.jpg,warning,warning,warning,1,1,1,1,,,
2,4088,stop,nightTest/nightSequence1--02881.jpg,stop,stop,stop,1,1,1,1,,,
2,4089,go,nightTest/nightSequence1--01727.jpg,go,go,go,1,1,1,1,,,
3,4090,stop,dayTest/daySequence2--00371.jpg,stop,stop,stop,1,1,1,1,,,
1,4091,go,dayTest/daySequence1--02142.jpg,go,go,go,1,1,1,1,,,
2,4092,go,nightTest/nightSequence1--00143.jpg,go,go,go,1,1,1,1,,,
3,4093,go,dayTest/daySequence2--01124.jpg,go,go,go,1,1,1,1,,,
2,4094,go,nightTest/nightSequence1--02635.jpg,go,go,go,1,1,1,1,,,
4,4095,go,nightTest/nightSequence2--00640.jpg,go,go,go,1,1,1,1,,,
4,4096,go,nightTest/nightSequence2--02970.jpg,go,go,go,1,1,1,1,,,
3,4097,stop,dayTest/daySequence2--05722.jpg,stop,stop,stop,1,1,1,1,,,
4,4098,go,nightTest/nightSequence2--05468.jpg,go,go,go,1,1,1,1,,,
2,4099,stop,nightTest/nightSequence1--01288.jpg,stop,stop,stop,1,1,1,1,,,
2,4100,go,nightTest/nightSequence1--04646.jpg,go,go,go,1,1,1,1,,,
4,4101,stopLeft,nightTest/nightSequence2--05072.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,4102,go,nightTest/nightSequence1--02687.jpg,go,go,go,1,1,1,1,,,
4,4103,go,nightTest/nightSequence2--02561.jpg,go,go,go,1,1,1,1,,,
2,4104,stop,nightTest/nightSequence1--01560.jpg,stop,stop,stop,1,1,1,1,,,
4,4105,stop,nightTest/nightSequence2--01621.jpg,stop,stop,stop,1,1,1,1,,,
2,4106,stop,nightTest/nightSequence1--00825.jpg,stop,stop,stop,1,1,1,1,,,
4,4107,stop,nightTest/nightSequence2--02185.jpg,stop,stop,stop,1,1,1,1,,,
2,4108,stop,nightTest/nightSequence1--02784.jpg,stop,stop,stop,1,1,1,1,,,
2,4109,go,nightTest/nightSequence1--04192.jpg,go,go,go,1,1,1,1,,,
1,4110,go,dayTest/daySequence1--02317.jpg,go,go,go,1,1,1,1,,,
1,4111,go,dayTest/daySequence1--01772.jpg,go,go,go,1,1,1,1,,,
3,4112,stopLeft,dayTest/daySequence2--05658.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,4113,stop,dayTest/daySequence1--03451.jpg,stop,stop,stop,1,1,1,1,,,
1,4114,go,dayTest/daySequence1--01854.jpg,go,go,go,1,1,1,1,,,
3,4115,stop,dayTest/daySequence2--00210.jpg,stop,stop,stop,1,1,1,1,,,
3,4116,go,dayTest/daySequence2--02765.jpg,go,go,go,1,1,1,1,,,
4,4117,go,nightTest/nightSequence2--05482.jpg,go,go,go,1,1,1,1,,,
2,4118,go,nightTest/nightSequence1--04182.jpg,go,go,go,1,1,1,1,,,
1,4119,stop,dayTest/daySequence1--02154.jpg,stop,stop,stop,1,1,1,1,,,
3,4120,stopLeft,dayTest/daySequence2--05825.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
3,4121,go,dayTest/daySequence2--04624.jpg,go,go,go,1,1,1,1,,,
3,4122,go,dayTest/daySequence2--01299.jpg,go,go,go,1,1,1,1,,,
2,4123,go,nightTest/nightSequence1--03258.jpg,go,go,go,1,1,1,1,,,
2,4124,go,nightTest/nightSequence1--03462.jpg,go,go,go,1,1,1,1,,,
4,4125,go,nightTest/nightSequence2--00604.jpg,go,go,go,1,1,1,1,,,
2,4126,stop,nightTest/nightSequence1--01170.jpg,stop,stop,stop,1,1,1,1,,,
3,4127,stop,dayTest/daySequence2--00872.jpg,stop,stop,stop,1,1,1,1,,,
2,4128,stop,nightTest/nightSequence1--02755.jpg,stop,stop,stop,1,1,1,1,,,
4,4129,stopLeft,nightTest/nightSequence2--04985.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,4130,stop,nightTest/nightSequence2--00895.jpg,stop,stop,stop,1,1,1,1,,,
2,4131,stop,nightTest/nightSequence1--02812.jpg,stop,stop,stop,1,1,1,1,,,
4,4132,go,nightTest/nightSequence2--04351.jpg,go,go,go,1,1,1,1,,,
4,4133,go,nightTest/nightSequence2--05627.jpg,go,go,go,1,1,1,1,,,
1,4134,go,dayTest/daySequence1--03254.jpg,go,go,go,1,1,1,1,,,
4,4135,stop,nightTest/nightSequence2--00726.jpg,stop,stop,stop,1,1,1,1,,,
1,4136,stop,dayTest/daySequence1--02270.jpg,stop,stop,stop,1,1,1,1,,,
4,4137,stop,nightTest/nightSequence2--04768.jpg,stop,stop,stop,1,1,1,1,,,
1,4138,go,dayTest/daySequence1--03860.jpg,go,go,go,1,1,1,1,,,
1,4139,go,dayTest/daySequence1--00998.jpg,go,go,go,1,1,1,1,,,
4,4140,stopLeft,nightTest/nightSequence2--04723.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
3,4141,stop,dayTest/daySequence2--06173.jpg,stop,stop,stop,1,1,1,1,,,
4,4142,stop,nightTest/nightSequence2--01759.jpg,stop,stop,stop,1,1,1,1,,,
4,4143,go,nightTest/nightSequence2--05606.jpg,go,go,go,1,1,1,1,,,
3,4144,stop,dayTest/daySequence2--05221.jpg,stop,stop,stop,1,1,1,1,,,
4,4145,stop,nightTest/nightSequence2--04822.jpg,stop,stop,stop,1,1,1,1,,,
2,4146,stop,nightTest/nightSequence1--03322.jpg,stop,stop,stop,1,1,1,1,,,
3,4147,stop,dayTest/daySequence2--05601.jpg,stop,stop,stop,1,1,1,1,,,
2,4148,go,nightTest/nightSequence1--04626.jpg,go,go,go,1,1,1,1,,,
4,4149,go,nightTest/nightSequence2--01956.jpg,go,go,go,1,1,1,1,,,
2,4150,go,nightTest/nightSequence1--03749.jpg,go,go,go,1,1,1,1,,,
4,4151,stop,nightTest/nightSequence2--05054.jpg,stop,stop,stop,1,1,1,1,,,
4,4152,stop,nightTest/nightSequence2--01965.jpg,stop,stop,stop,1,1,1,1,,,
2,4153,stop,nightTest/nightSequence1--03200.jpg,stop,stop,stop,1,1,1,1,,,
2,4154,stop,nightTest/nightSequence1--00311.jpg,stop,stop,stop,1,1,1,1,,,
3,4155,stopLeft,dayTest/daySequence2--05357.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,4156,stop,nightTest/nightSequence1--00324.jpg,stop,stop,stop,1,1,1,1,,,
4,4157,go,nightTest/nightSequence2--04576.jpg,go,go,go,1,1,1,1,,,
3,4158,stopLeft,dayTest/daySequence2--06149.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,4159,stop,nightTest/nightSequence2--00176.jpg,stop,stop,stop,1,1,1,1,,,
3,4160,go,dayTest/daySequence2--02664.jpg,go,go,go,1,1,1,1,,,
2,4161,stop,nightTest/nightSequence1--02805.jpg,stop,stop,stop,1,1,1,1,,,
3,4162,stop,dayTest/daySequence2--05766.jpg,stop,stop,stop,1,1,1,1,,,
1,4163,go,dayTest/daySequence1--03358.jpg,go,go,go,1,1,1,1,,,
3,4164,stopLeft,dayTest/daySequence2--04621.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,4165,stop,nightTest/nightSequence2--02076.jpg,stop,stop,stop,1,1,1,1,,,
1,4166,go,dayTest/daySequence1--02576.jpg,go,go,go,1,1,1,1,,,
4,4167,go,nightTest/nightSequence2--05573.jpg,go,go,go,1,1,1,1,,,
3,4168,stop,dayTest/daySequence2--06152.jpg,stop,stop,stop,1,1,1,1,,,
3,4169,stop,dayTest/daySequence2--05694.jpg,stop,stop,stop,1,1,1,1,,,
1,4170,stop,dayTest/daySequence1--02026.jpg,stop,stop,stop,1,1,1,1,,,
4,4171,stop,nightTest/nightSequence2--00411.jpg,stop,stop,stop,1,1,1,1,,,
4,4172,stop,nightTest/nightSequence2--03511.jpg,stop,stop,stop,1,1,1,1,,,
2,4173,go,nightTest/nightSequence1--03891.jpg,go,go,go,1,1,1,1,,,
2,4174,go,nightTest/nightSequence1--04818.jpg,go,go,go,1,1,1,1,,,
1,4175,stop,dayTest/daySequence1--00579.jpg,stop,stop,stop,1,1,1,1,,,
4,4176,stop,nightTest/nightSequence2--00666.jpg,stop,stop,stop,1,1,1,1,,,
3,4177,goLeft,dayTest/daySequence2--06348.jpg,goLeft,goLeft,goLeft,1,1,1,1,,,
4,4178,go,nightTest/nightSequence2--04418.jpg,go,go,go,1,1,1,1,,,
2,4179,go,nightTest/nightSequence1--03452.jpg,go,go,go,1,1,1,1,,,
2,4180,stop,nightTest/nightSequence1--03375.jpg,stop,stop,stop,1,1,1,1,,,
1,4181,go,dayTest/daySequence1--01260.jpg,go,go,go,1,1,1,1,,,
3,4182,go,dayTest/daySequence2--02796.jpg,go,go,go,1,1,1,1,,,
4,4183,go,nightTest/nightSequence2--00646.jpg,go,go,go,1,1,1,1,,,
3,4184,stopLeft,dayTest/daySequence2--05562.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,4185,go,nightTest/nightSequence2--05456.jpg,go,go,go,1,1,1,1,,,
3,4186,stop,dayTest/daySequence2--05503.jpg,stop,stop,stop,1,1,1,1,,,
2,4187,stop,nightTest/nightSequence1--03203.jpg,stop,stop,stop,1,1,1,1,,,
2,4188,go,nightTest/nightSequence1--04643.jpg,go,go,go,1,1,1,1,,,
3,4189,go,dayTest/daySequence2--06833.jpg,go,go,go,1,1,1,1,,,
4,4190,go,nightTest/nightSequence2--04222.jpg,go,go,go,1,1,1,1,,,
2,4191,goLeft,nightTest/nightSequence1--03703.jpg,goLeft,goLeft,goLeft,1,1,1,1,,,
2,4192,go,nightTest/nightSequence1--03217.jpg,go,go,go,1,1,1,1,,,
4,4193,go,nightTest/nightSequence2--02141.jpg,go,go,go,1,1,1,1,,,
2,4194,stop,nightTest/nightSequence1--03013.jpg,stop,stop,stop,1,1,1,1,,,
2,4195,stop,nightTest/nightSequence1--03444.jpg,stop,stop,stop,1,1,1,1,,,
4,4196,go,nightTest/nightSequence2--05395.jpg,go,go,go,1,1,1,1,,,
1,4197,stopLeft,dayTest/daySequence1--03088.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,4198,stop,nightTest/nightSequence2--00434.jpg,stop,stop,stop,1,1,1,1,,,
4,4199,stop,nightTest/nightSequence2--02027.jpg,stop,stop,stop,1,1,1,1,,,
3,4200,go,dayTest/daySequence2--02769.jpg,go,go,go,1,1,1,1,,,
1,4201,warning,dayTest/daySequence1--01919.jpg,warning,warning,warning,1,1,1,1,,,
2,4202,stop,nightTest/nightSequence1--02767.jpg,stop,stop,stop,1,1,1,1,,,
2,4203,stop,nightTest/nightSequence1--03122.jpg,stop,stop,stop,1,1,1,1,,,
4,4204,stop,nightTest/nightSequence2--01704.jpg,stop,stop,stop,1,1,1,1,,,
4,4205,stop,nightTest/nightSequence2--03634.jpg,stop,stop,stop,1,1,1,1,,,
4,4206,go,nightTest/nightSequence2--01369.jpg,go,go,go,1,1,1,1,,,
1,4207,go,dayTest/daySequence1--03007.jpg,go,go,go,1,1,1,1,,,
3,4208,go,dayTest/daySequence2--01462.jpg,go,go,go,1,1,1,1,,,
2,4209,go,nightTest/nightSequence1--04673.jpg,go,go,go,1,1,1,1,,,
2,4210,stop,nightTest/nightSequence1--00863.jpg,stop,stop,stop,1,1,1,1,,,
2,4211,go,nightTest/nightSequence1--02441.jpg,go,go,go,1,1,1,1,,,
4,4212,go,nightTest/nightSequence2--04482.jpg,go,go,go,1,1,1,1,,,
3,4213,go,dayTest/daySequence2--04983.jpg,go,go,go,1,1,1,1,,,
4,4214,stop,nightTest/nightSequence2--00226.jpg,stop,stop,stop,1,1,1,1,,,
3,4215,stopLeft,dayTest/daySequence2--05996.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,4216,stop,nightTest/nightSequence2--01594.jpg,stop,stop,stop,1,1,1,1,,,
3,4217,goLeft,dayTest/daySequence2--06244.jpg,goLeft,goLeft,goLeft,1,1,1,1,,,
4,4218,stopLeft,nightTest/nightSequence2--06428.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,4219,go,nightTest/nightSequence1--02310.jpg,go,go,go,1,1,1,1,,,
2,4220,go,nightTest/nightSequence1--02453.jpg,go,go,go,1,1,1,1,,,
2,4221,warning,nightTest/nightSequence1--02705.jpg,warning,warning,warning,1,1,1,1,,,
4,4222,go,nightTest/nightSequence2--02325.jpg,go,go,go,1,1,1,1,,,
1,4223,go,dayTest/daySequence1--01260.jpg,go,go,go,1,1,1,1,,,
4,4224,stop,nightTest/nightSequence2--00462.jpg,stop,stop,stop,1,1,1,1,,,
1,4225,go,dayTest/daySequence1--03962.jpg,go,go,go,1,1,1,1,,,
2,4226,stop,nightTest/nightSequence1--00161.jpg,stop,stop,stop,1,1,1,1,,,
4,4227,go,nightTest/nightSequence2--01431.jpg,go,go,go,1,1,1,1,,,
1,4228,go,dayTest/daySequence1--02522.jpg,go,go,go,1,1,1,1,,,
2,4229,go,nightTest/nightSequence1--03787.jpg,go,go,go,1,1,1,1,,,
1,4230,stopLeft,dayTest/daySequence1--03109.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,4231,go,dayTest/daySequence1--02925.jpg,go,go,go,1,1,1,1,,,
4,4232,go,nightTest/nightSequence2--01090.jpg,go,go,go,1,1,1,1,,,
3,4233,stopLeft,dayTest/daySequence2--05351.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
3,4234,goLeft,dayTest/daySequence2--06242.jpg,goLeft,goLeft,goLeft,1,1,1,1,,,
1,4235,go,dayTest/daySequence1--01235.jpg,go,go,go,1,1,1,1,,,
2,4236,stopLeft,nightTest/nightSequence1--03545.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
3,4237,stopLeft,dayTest/daySequence2--06061.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,4238,stop,nightTest/nightSequence2--03514.jpg,stop,stop,stop,1,1,1,1,,,
2,4239,go,nightTest/nightSequence1--04751.jpg,go,go,go,1,1,1,1,,,
2,4240,stop,nightTest/nightSequence1--02969.jpg,stop,stop,stop,1,1,1,1,,,
2,4241,stop,nightTest/nightSequence1--00678.jpg,stop,stop,stop,1,1,1,1,,,
3,4242,go,dayTest/daySequence2--03424.jpg,go,go,go,1,1,1,1,,,
4,4243,stop,nightTest/nightSequence2--02148.jpg,stop,stop,stop,1,1,1,1,,,
2,4244,stop,nightTest/nightSequence1--00584.jpg,stop,stop,stop,1,1,1,1,,,
2,4245,stop,nightTest/nightSequence1--03254.jpg,stop,stop,stop,1,1,1,1,,,
4,4246,stop,nightTest/nightSequence2--04095.jpg,stop,stop,stop,1,1,1,1,,,
1,4247,go,dayTest/daySequence1--02440.jpg,go,go,go,1,1,1,1,,,
1,4248,go,dayTest/daySequence1--02818.jpg,go,go,go,1,1,1,1,,,
1,4249,go,dayTest/daySequence1--01353.jpg,go,go,go,1,1,1,1,,,
4,4250,go,nightTest/nightSequence2--04300.jpg,go,go,go,1,1,1,1,,,
3,4251,go,dayTest/daySequence2--01181.jpg,go,go,go,1,1,1,1,,,
4,4252,stopLeft,nightTest/nightSequence2--05037.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,4253,go,nightTest/nightSequence1--03204.jpg,go,go,go,1,1,1,1,,,
4,4254,stop,nightTest/nightSequence2--00134.jpg,stop,stop,stop,1,1,1,1,,,
1,4255,go,dayTest/daySequence1--02350.jpg,go,go,go,1,1,1,1,,,
4,4256,go,nightTest/nightSequence2--01302.jpg,go,go,go,1,1,1,1,,,
2,4257,go,nightTest/nightSequence1--03942.jpg,go,go,go,1,1,1,1,,,
4,4258,stop,nightTest/nightSequence2--00008.jpg,stop,stop,stop,1,1,1,1,,,
2,4259,go,nightTest/nightSequence1--02480.jpg,go,go,go,1,1,1,1,,,
1,4260,stop,dayTest/daySequence1--00895.jpg,stop,stop,stop,1,1,1,1,,,
3,4261,stop,dayTest/daySequence2--05505.jpg,stop,stop,stop,1,1,1,1,,,
2,4262,stop,nightTest/nightSequence1--02846.jpg,stop,stop,stop,1,1,1,1,,,
4,4263,stop,nightTest/nightSequence2--06034.jpg,stop,stop,stop,1,1,1,1,,,
4,4264,go,nightTest/nightSequence2--03909.jpg,go,go,go,1,1,1,1,,,
4,4265,go,nightTest/nightSequence2--03883.jpg,go,go,go,1,1,1,1,,,
2,4266,stopLeft,nightTest/nightSequence1--03636.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
3,4267,stop,dayTest/daySequence2--05164.jpg,stop,stop,stop,1,1,1,1,,,
2,4268,stop,nightTest/nightSequence1--00947.jpg,stop,stop,stop,1,1,1,1,,,
4,4269,go,nightTest/nightSequence2--02947.jpg,go,go,go,1,1,1,1,,,
4,4270,go,nightTest/nightSequence2--01455.jpg,go,go,go,1,1,1,1,,,
4,4271,stop,nightTest/nightSequence2--06373.jpg,stop,stop,stop,1,1,1,1,,,
4,4272,stop,nightTest/nightSequence2--00389.jpg,stop,stop,stop,1,1,1,1,,,
2,4273,go,nightTest/nightSequence1--04682.jpg,go,go,go,1,1,1,1,,,
4,4274,stop,nightTest/nightSequence2--05022.jpg,stop,stop,stop,1,1,1,1,,,
3,4275,go,dayTest/daySequence2--01535.jpg,go,go,go,1,1,1,1,,,
4,4276,go,nightTest/nightSequence2--04565.jpg,go,go,go,1,1,1,1,,,
4,4277,go,nightTest/nightSequence2--04012.jpg,go,go,go,1,1,1,1,,,
4,4278,stop,nightTest/nightSequence2--00332.jpg,stop,stop,stop,1,1,1,1,,,
4,4279,go,nightTest/nightSequence2--04316.jpg,go,go,go,1,1,1,1,,,
4,4280,stop,nightTest/nightSequence2--00541.jpg,stop,stop,stop,1,1,1,1,,,
4,4281,go,nightTest/nightSequence2--01232.jpg,go,go,go,1,1,1,1,,,
3,4282,stopLeft,dayTest/daySequence2--05147.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,4283,stop,nightTest/nightSequence2--00947.jpg,stop,stop,stop,1,1,1,1,,,
1,4284,stop,dayTest/daySequence1--03571.jpg,stop,stop,stop,1,1,1,1,,,
3,4285,stopLeft,dayTest/daySequence2--05671.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,4286,go,nightTest/nightSequence1--02430.jpg,go,go,go,1,1,1,1,,,
4,4287,stop,nightTest/nightSequence2--00441.jpg,stop,stop,stop,1,1,1,1,,,
3,4288,go,dayTest/daySequence2--04603.jpg,go,go,go,1,1,1,1,,,
2,4289,go,nightTest/nightSequence1--01798.jpg,go,go,go,1,1,1,1,,,
4,4290,go,nightTest/nightSequence2--01263.jpg,go,go,go,1,1,1,1,,,
4,4291,go,nightTest/nightSequence2--02880.jpg,go,go,go,1,1,1,1,,,
3,4292,go,dayTest/daySequence2--04935.jpg,go,go,go,1,1,1,1,,,
